texte,niveau,category,classification,risk_decision,origin,year,month,maroc_relevant,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Nigeria,2026,5,1,RASFF
Novel food non autorizzato: Olive congelate (Sp. Elaeocarpus serratus)/ unauthorised novel food frozen olives (Elaeocarpus serratus) from Bangladesh                  | fruits and vegetables |  | Bangladesh,CRITIQUE,fruits and vegetables,border rejection notification,potential risk,Bangladesh,2026,4,1,RASFF
"Chlorothalonil and lufenuron in dragon fruit from Ecuador | fruits and vegetables | chlorothalonil   - {pesticide residues},lufenuron   - {pesticide residues} | Ecuador",ATTENTION,fruits and vegetables,information notification for attention,potentially serious,Ecuador,2026,4,1,RASFF
"stwierdzenie chloropiryfosu w majeranku suszonym ////Chlorpyrifos detected in dried marjoram, country of origin: Egypt | herbs and spices | chlorpyrifos  unauthorised substance - {pesticide residues} | Egypt",CRITIQUE,herbs and spices,border rejection notification,potential risk,Egypt,2026,4,1,RASFF
Unauthorised substance linuron in dried parsley from Germany | herbs and spices | linuron   - {pesticide residues} | Germany,CRITIQUE,herbs and spices,alert notification,serious,Germany,2026,4,1,RASFF
"Aflatoxins in peanuts from the United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,United States,2026,4,1,RASFF
"Aflatoxins in peanuts from Uganda | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Uganda",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Uganda,2026,4,1,RASFF
"Aflatoxins in walnut kernels from the United States | nuts, nut products and seeds | Aflatoxin   - {mycotoxins} | United States",ATTENTION,"nuts, nut products and seeds",information notification for attention,potentially serious,United States,2026,4,1,RASFF
"Incorrect official certificate in sesame seeds from Nigeria | nuts, nut products and seeds |  | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,not serious,Nigeria,2026,4,1,RASFF
Ochratoxin A in dried figs from Turkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
Nickel in asparagus from Spain  | fruits and vegetables | nickel   - {heavy metals} | Spain,ATTENTION,fruits and vegetables,information notification for follow-up,potential risk,Spain,2026,4,1,RASFF
"Unauthorized colorant Titanium dioxide (E171) in food supplements | dietetic foods, food supplements and fortified foods |  | Poland",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potential risk,Poland,2026,4,1,RASFF
Pesticides residues in chili peppers from Uganda | fruits and vegetables | cypermethrin   - {pesticide residues} | Uganda,CRITIQUE,fruits and vegetables,border rejection notification,serious,Uganda,2026,4,1,RASFF
Cadmium in fresh garlic | fruits and vegetables | cadmium   - {heavy metals} | China,ATTENTION,fruits and vegetables,information notification for follow-up,potentially serious,China,2026,4,1,RASFF
Pesticide residue in pineapple from Benin | fruits and vegetables | ethephon   - {pesticide residues} | Benin,CRITIQUE,fruits and vegetables,alert notification,serious,Benin,2026,4,1,RASFF
"Aflatoxin B1 in peanuts from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Argentina,2026,4,1,RASFF
Cadmium in garlic from China | fruits and vegetables | cadmium   - {heavy metals} | China,CRITIQUE,fruits and vegetables,information notification for attention,serious,China,2026,4,1,RASFF
Aflatoxins in red chili powder from Syria  | herbs and spices | Aflatoxin B1   - {mycotoxins} | Syria,CRITIQUE,herbs and spices,information notification for attention,serious,Syria,2026,4,1,RASFF
" Abamectin and  Pirimiphos-methyl in fresh peppers from Türkiye | fruits and vegetables | abamectin   - {pesticide residues},pirimiphos-methyl   - {pesticide residues} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
Temperature failure of frozen fish from Russia | fish and fish products |  | Russia,CRITIQUE,fish and fish products,border rejection notification,potential risk,Russia,2026,4,1,RASFF
"Aflatoxin B1 in Amazon nuts from Bolivia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Bolivia",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Bolivia,2026,4,1,RASFF
"Overpressure in food supplement jar from Switzerland | dietetic foods, food supplements and fortified foods |  | Switzerland",ATTENTION,"dietetic foods, food supplements and fortified foods",information notification for follow-up,potential risk,Switzerland,2026,4,1,RASFF
MOAH in crackers from the Philippines | cereals and bakery products | mineral oil aromatic hydrocarbons (MOAH)  - {environmental pollutants} | Philippines,CRITIQUE,cereals and bakery products,alert notification,serious,Philippines,2026,4,1,RASFF
Foreign object: plastic in organic apricot pieces from Uzbekistan  | fruits and vegetables |  | Uzbekistan,CRITIQUE,fruits and vegetables,alert notification,serious,Uzbekistan,2026,4,1,RASFF
"Aflatoxins in  groundnut kernels  from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Argentina,2026,4,1,RASFF
Unauthorized colour Sudan I in chili powder from Lebanon | herbs and spices | Sudan 1 unauthorised colour - {composition} | Lebanon,CRITIQUE,herbs and spices,border rejection notification,serious,Lebanon,2026,4,1,RASFF
"Salmonella spp in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Nigeria,2026,4,1,RASFF
Acetamiprid in raisins (dried grapes) | fruits and vegetables | acetamiprid   - {pesticide residues} | Türkiye,CRITIQUE,fruits and vegetables,alert notification,serious,Türkiye,2026,4,1,RASFF
Perchlorate in kale from Spain | fruits and vegetables | perchlorate   - {environmental pollutants} | Spain,CRITIQUE,fruits and vegetables,information notification for attention,serious,Spain,2026,4,1,RASFF
"PAH's in Herba Solidaginis from Poland | herbs and spices | benzo(a)pyrene   - {environmental pollutants},polycyclic aromatic hydrocarbons sum of  - {environmental pollutants} | Poland",CRITIQUE,herbs and spices,alert notification,serious,Poland,2026,4,1,RASFF
Elevated Level of Coumarin in a Granola Cereal Product | cereals and bakery products | coumarin  too high content - {composition} | United Kingdom (Northern Ireland),INFO,cereals and bakery products,information notification for attention,not serious,United Kingdom (Northern Ireland),2026,4,1,RASFF
Bacillus cereus in tomatoes from Türkiye | fruits and vegetables | Bacillus cereus  - {pathogenic micro-organisms} | Türkiye,ATTENTION,fruits and vegetables,information notification for attention,potential risk,Türkiye,2026,4,1,RASFF
Fosthiazate in potatoes from Greece | fruits and vegetables | fosthiazate   - {pesticide residues} | Greece,CRITIQUE,fruits and vegetables,information notification for attention,serious,Greece,2026,4,1,RASFF
"Aflatoxins in groundnutkernels from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",information notification for attention,serious,Argentina,2026,4,1,RASFF
Plastic pieces in canned herring fillets from Poland. | fish and fish products |  | Poland,ATTENTION,fish and fish products,information notification for follow-up,potential risk,Poland,2026,4,1,RASFF
"Aflatoxins in dried figs from Turkiye | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
"Aflatoxins in peanuts from Vietnam, via the Netherlands | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Vietnam",CRITIQUE,fruits and vegetables,alert notification,serious,Vietnam,2026,4,1,RASFF
"Aflatoxins in roasted and salted pistachios from Turkey | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,"nuts, nut products and seeds",border rejection notification,potentially serious,Türkiye,2026,4,1,RASFF
"Elevated levels of Hydrocyanic acid in Brown Linseed | nuts, nut products and seeds | cyanide  high content - {biological contaminants} | Kazakhstan",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,Kazakhstan,2026,4,1,RASFF
"High level of delta-9-THC in brownies from Czechia, via the United Kingdom | cereals and bakery products | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food},tetrahydrocanabinol (THC)  unauthorised substance - {composition} | Czechia",CRITIQUE,cereals and bakery products,alert notification,serious,Czechia,2026,4,1,RASFF
"Chlorpyrifos in chickpea flour from India | nuts, nut products and seeds | chlorpyrifos  unauthorised substance - {pesticide residues} | India",ATTENTION,"nuts, nut products and seeds",information notification for follow-up,potentially serious,India,2026,4,1,RASFF
Listeria in frozen sugar snap peas | fruits and vegetables | Listeria monocytogenes  - {pathogenic micro-organisms} | Italy,INFO,fruits and vegetables,information notification for follow-up,not serious,Italy,2026,4,1,RASFF
Listeria in frozen Edamame Soybeans  | fruits and vegetables | Listeria monocytogenes  - {pathogenic micro-organisms} | Italy,INFO,fruits and vegetables,information notification for follow-up,not serious,Italy,2026,4,1,RASFF
"Przekroczenie NDP pestycydów chloropiryfosu i flutriafolu w dwóch ryżach basmati pochodzących z Pakistanu // Exceeding the MRLs of the pesticides chlorpyrifos and flutriafol in two basmati rice varieties from Pakistan | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues},flutriafol   - {pesticide residues} | Pakistan",CRITIQUE,cereals and bakery products,border rejection notification,potential risk,Pakistan,2026,4,1,RASFF
Presence of Ochratoxin A in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,potential risk,Türkiye,2026,4,1,RASFF
"AFLATOSSINE IN PISTACCHI SGUSCIATI/aflatoxins in shelled pistachios from Türkiye, US origin | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,United States,2026,4,1,RASFF
Ochratoxin A in dried figs from Turkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
"Exceeding the maximum amounts of vitamins B2, B6, D, biotin and zinc in food supplements | dietetic foods, food supplements and fortified foods |  | United States",CRITIQUE,"dietetic foods, food supplements and fortified foods",border rejection notification,potential risk,United States,2026,4,1,RASFF
Fumonisina en Harina de Maiz BIO procedente de Italia // Fumonisin in organic maize flour from Italy | cereals and bakery products | fumonisins   - {mycotoxins} | Italy,CRITIQUE,cereals and bakery products,alert notification,serious,Italy,2026,4,1,RASFF
"Salmonella spp. in hulled sesame seeds from India | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | India",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,India,2026,4,1,RASFF
Ochratoxin A in dried figs from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,potentially serious,Türkiye,2026,4,1,RASFF
"stwierdzenie zapleśnienia w miąższu fig suszonych, pochodzących z Turcji/// detection of mold in the pulp of dried figs from Turkey | fruits and vegetables | microbiological contamination   - {non-pathogenic micro-organisms} | Türkiye",INFO,fruits and vegetables,information notification for attention,not serious,Türkiye,2026,4,1,RASFF
Excess levels of rye ergot alkaloids in all-purpose wheat flour | cereals and bakery products | ergot alkaloids  - {natural toxins (other)} | France,CRITIQUE,cereals and bakery products,alert notification,serious,France,2026,4,1,RASFF
Foreign objects (hard plastic) in a box of organic apricots from Uzbekistan | fruits and vegetables |  | Uzbekistan,CRITIQUE,fruits and vegetables,alert notification,potentially serious,Uzbekistan,2026,4,1,RASFF
"Salmonella spp. in pistachio cream from Türkiye | nuts, nut products and seeds | Salmonella spp.  - {pathogenic micro-organisms} | Türkiye",CRITIQUE,"nuts, nut products and seeds",alert notification,serious,Türkiye,2026,4,1,RASFF
"undeclared allergen gluten in a protein bar, from Latvia | cereals and bakery products |  | Latvia",CRITIQUE,cereals and bakery products,alert notification,serious,Latvia,2026,4,1,RASFF
"Aflatoxins in groundnut peanuts from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,"nuts, nut products and seeds",border rejection notification,serious,Argentina,2026,4,1,RASFF
Ochratoxin A in dried figs from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,fruits and vegetables,border rejection notification,serious,Türkiye,2026,4,1,RASFF
Dioxido de azufre en maiz en conserva origen México / Sulfur dioxide in canned corn from Mexico  | fruits and vegetables | E220- sulfur dioxide  undeclared - {allergens} | Mexico,ATTENTION,fruits and vegetables,information notification for attention,potential risk,Mexico,2026,4,1,RASFF
