texte,niveau,source
"Salmonella spp. in sesame seeds from Nigeria | nuts, nut products and seeds | Salmonella   - {pathogenic micro-organisms} | Nigeria",CRITIQUE,RASFF
"undeclared allergen gluten in a protein bar, from Latvia | cereals and bakery products |  | Latvia",CRITIQUE,RASFF
"Aflatoxins in groundnut peanuts from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
Ochratoxin A in dried figs from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Dioxido de azufre en maiz en conserva origen México / Sulfur dioxide in canned corn from Mexico  | fruits and vegetables | E220- sulfur dioxide  undeclared - {allergens} | Mexico,ATTENTION,RASFF
Acetamiprid in tomatoes from Italy | fruits and vegetables | acetamiprid   - {pesticide residues} | Italy,ATTENTION,RASFF
"aflatoxins in hazelnutl from Georgia | nuts, nut products and seeds | aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,RASFF
"Plaguicidas en pimenton de Perú -  Pesticides in paprika from Perú  | herbs and spices | fipronil  unauthorised substance - {pesticide residues},profenofos  unauthorised substance - {pesticide residues} | Peru",CRITIQUE,RASFF
Thunnus albacares treated with carbon monoxide from Vietnam via the Netherlands | fish and fish products | carbon monoxide treatment  - {composition} | Vietnam,ATTENTION,RASFF
"Unauthorised novel food ingredients - various organ peptides in food supplements from Latvia traded online | dietetic foods, food supplements and fortified foods |  | Latvia",ATTENTION,RASFF
"Unauthorised novel food (Ajuga turkestanica) in food supplements from United Kingdom, via Poland | dietetic foods, food supplements and fortified foods | novel food ingredient  unauthorised - {novel food} | United Kingdom",ATTENTION,RASFF
"Listeria monocytogenes in fresh enoki mushrooms from China, via the Netherlands | fruits and vegetables | Listeria monocytogenes  - {pathogenic micro-organisms} | Denmark",CRITIQUE,RASFF
"Aflatoxins in dried figs from Turkey | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
Ochratoxin A contamination of dried figs from turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Aflatoxins above legal limits in shelled pistachios from United Arab Emirates | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United Arab Emirates",CRITIQUE,RASFF
Glycidyl esters in biscuit | cereals and bakery products | glycidyl esters   - {industrial contaminants} | South Africa,ATTENTION,RASFF
"Aflatoxins exceeding permitted limits in pistachio kernels originating from the United Arab Emirates | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United Arab Emirates",CRITIQUE,RASFF
riscontro di larve di anisakis in partita di sgombro origine Spagna/Anisakis larvae detected in a batch of mackerel originating in Spain | fish and fish products |  | Spain,ATTENTION,RASFF
"Aflatoxinas en almendras de EEUU/ Aflatoxins ind almond from USA | nuts, nut products and seeds | aflatoxin total  - {mycotoxins} | United States",ATTENTION,RASFF
Ochratoxin A in dried figs from Turkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Aflatoxins in dried figs from Turkiye | fruits and vegetables | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Türkiye",CRITIQUE,RASFF
"Imazalil and Prochloraz in fresh pomegranate from Türkiye | fruits and vegetables | imazalil   - {pesticide residues},prochloraz   - {pesticide residues} | Türkiye",CRITIQUE,RASFF
high level of Ocratoxin A in dry figs | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Exceeded PESTICIDES CHLORPROPHAM in oranges from Egipt | fruits and vegetables | chlorpropham   - {pesticide residues} | Egypt,CRITIQUE,RASFF
"Acetamiprid in pomegranates from Peru, via the Netherlands | fruits and vegetables | acetamiprid   - {pesticide residues} | Peru",ATTENTION,RASFF
"foodborne outbreak suspected (Salmonella Bovismorbificans) to be caused by alfalfa seeds, clover seeds, broccoli seeds and radish seeds from Italy | nuts, nut products and seeds | Salmonella bovismorbificans  - {pathogenic micro-organisms} | India,Italy,United States",CRITIQUE,RASFF
"Unapproved novel food Cannabidiol in CBD oil from the Czech Republic | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food} | Czechia",ATTENTION,RASFF
przekroczenie NDP pozostałości pestycydu - chlorpiryfosu w komosie ryżowej pochodzącej z Peru // exceeding the MRL for pesticide residues - chlorpyrifos in quinoa from Peru | cereals and bakery products | chlorpyrifos  unauthorised substance - {pesticide residues} | Peru,ATTENTION,RASFF
Ochratoxin A in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Aflatoxin in groundnuts (Argentina) | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Denmark",CRITIQUE,RASFF
"FOOD SUPPLEMENTS FROM INDIA - HIMALAYAN SHILAJIT RESIN | dietetic foods, food supplements and fortified foods |  | India",CRITIQUE,RASFF
Ochratoxin A in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Indoxacarb in fresh tomatoes from Türkiye | fruits and vegetables | indoxacarb   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
Diazinon in chili pepper from Thailand | fruits and vegetables | diazinon   - {pesticide residues} | Thailand,CRITIQUE,RASFF
"ochratoxin A (OTA) in pistachios from the USA | nuts, nut products and seeds | ochratoxin A   - {mycotoxins} | United States",CRITIQUE,RASFF
Import of basmati rice from India to the Czech Republic without CHEDD | cereals and bakery products |  | India,CRITIQUE,RASFF
Ochratoxin A in dried figs from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Cadmium were detected in Hass avocados | fruits and vegetables | cadmium   - {heavy metals} | Peru,ATTENTION,RASFF
Detection of an unauthorized GMO (flax) in protein wraps | cereals and bakery products | genetically modified  unauthorised - {genetically modified} | Netherlands,ATTENTION,RASFF
"Aflatoxins in hazelnut flour from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxins   - {mycotoxins} | Georgia",CRITIQUE,RASFF
"Unauthorised substance sildenafil in food supplement from Turkey | dietetic foods, food supplements and fortified foods | sildenafil  unauthorised substance - {composition} | Türkiye",CRITIQUE,RASFF
Tricyclazole in rice cake from Serbia | cereals and bakery products | tricyclazole  unauthorised substance - {pesticide residues} | Serbia,CRITIQUE,RASFF
"Unauthorised substance sildenafil in food supplement from Turkey | dietetic foods, food supplements and fortified foods | sildenafil  unauthorised substance - {composition} | Türkiye",CRITIQUE,RASFF
Anisakidae spp. larvae detected in silver hake (Merluccius bilinearis) from Spain. | fish and fish products | Anisakis  parasitic infestation with - {parasitic infestation} | Spain,INFO,RASFF
"Sildenafil in food supplements from Turkey | dietetic foods, food supplements and fortified foods | sildenafil  unauthorised substance - {composition} | Türkiye",CRITIQUE,RASFF
Exceedance of the pesticide lambda-cyhalothrin (0.74 ± 0.37 mg/kg) in Navel oranges from Egypt. | fruits and vegetables | lambda-cyhalothrin   - {pesticide residues} | Egypt,ATTENTION,RASFF
"Aflatoxins in hazelnut flour from Georgia | nuts, nut products and seeds | Aflatoxin   - {mycotoxins} | Georgia",CRITIQUE,RASFF
Ochratoxin A in dried figs from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Aflatoxins in hazelnuts from Georgia | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Georgia",CRITIQUE,RASFF
Ochratoxin A in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Aflatoxins in pistachio kernels from Iran | nuts, nut products and seeds | aflatoxins   - {mycotoxins} | Iran",CRITIQUE,RASFF
Ochratoxin A contamination in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Pesticide residues in grape leaves from Turkiye, via the Netherlands | fruits and vegetables | Azoxystrobin   - {pesticide residues},fluopyram   - {pesticide residues},indoxacarb   - {pesticide residues},lambda-cyhalothrin   - {pesticide residues},metalaxyl   - {pesticide residues},pyraclostrobin   - {pesticide residues},tebuconazole   - {pesticide residues},trifloxystrobin   - {pesticide residues} | Türkiye",ATTENTION,RASFF
Indications of spoilage (sensory deviations) of rice from India | cereals and bakery products | spoilage   - {organoleptic aspects} | India,ATTENTION,RASFF
"Aflatoxins in hazelnut flour from Georgia | nuts, nut products and seeds | Aflatoxin   - {mycotoxins} | Georgia",CRITIQUE,RASFF
"Aflatoxin in groundnuts from Argentina | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Argentina",CRITIQUE,RASFF
"Benzo(a)Pyrene on Ginseng Extract from China | dietetic foods, food supplements and fortified foods | benzo(a)pyrene   - {environmental pollutants} | China",CRITIQUE,RASFF
contamination with mouse faeces in porridge products | cereals and bakery products |  | United Kingdom,ATTENTION,RASFF
Aflatoxins in dried organic figs from Turkey | fruits and vegetables | aflatoxin total  - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Salmonella spp in paprika from China/ Salmonella en pimentón de China | herbs and spices | Salmonella   - {pathogenic micro-organisms} | China,CRITIQUE,RASFF
"salmonella en semilla de sésamo de Nigeria // salmonella in sesame seeds from Nigeria | nuts, nut products and seeds |  | Nigeria",CRITIQUE,RASFF
"Aflatoxins in peanuts from the United States | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | United States",CRITIQUE,RASFF
Ochratoxin A in dried organic figs | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
Mesophilic bacteria in pancakes from Turkey | cereals and bakery products | mesophiles aerobic too high count - {non-pathogenic micro-organisms} | Türkiye,CRITIQUE,RASFF
Ochratoxin A in dried figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
lead in avocados | fruits and vegetables | lead   - {heavy metals} | Spain,CRITIQUE,RASFF
mercury in frozen swordfish (Xiphas Gladius) from Spain | fish and fish products | mercury   - {heavy metals} | Spain,CRITIQUE,RASFF
Ochratoxin A in dried figs | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
 Fosthiazate in fresh peppers from Türkiye | fruits and vegetables | fosthiazate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Aflatoxin in Groundnuts from Brazil | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Brazil",CRITIQUE,RASFF
"Aflatoxins on Groundnuts kernels from Barzil | nuts, nut products and seeds | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins} | Brazil",CRITIQUE,RASFF
"Biphenyl and orthophenylphenol in organic Hebridean seaweed from the United Kingdom | herbs and spices | biphenyl   - {pesticide residues},orthophenylphenol   - {pesticide residues} | United Kingdom",CRITIQUE,RASFF
"Exceeding the lead limit in food supplements | dietetic foods, food supplements and fortified foods | lead  high content - {heavy metals} | India,Italy",CRITIQUE,RASFF
pyrrolizidine alkaloids in oregano | herbs and spices | pyrrolizidine alkaloids   - {natural toxins (other)} | Türkiye,CRITIQUE,RASFF
Ochratoxin A in Fig paste from Türkiye | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Salmonella spp. in nut nougat spread from Germany | nuts, nut products and seeds | Salmonella spp.  - {pathogenic micro-organisms} | Germany,Ghana,Hungary,Türkiye",CRITIQUE,RASFF
Ochratoxin A in organic raisins from Argentina | fruits and vegetables | ochratoxin A   - {mycotoxins} | Argentina,CRITIQUE,RASFF
Mold found in semi.dried tomatoes from NL | fruits and vegetables |  | Netherlands,INFO,RASFF
"Sildenafil in food supplement from Bulgaria  | dietetic foods, food supplements and fortified foods | sildenafil  unauthorised substance - {composition} | Bulgaria",CRITIQUE,RASFF
Ochratoxin A in dried organic figs from Turkey | fruits and vegetables | ochratoxin A   - {mycotoxins} | Türkiye,CRITIQUE,RASFF
"Elevated benzo[a]pyrene and PAH4 in Perimenopause food supplement | dietetic foods, food supplements and fortified foods | benzo(a)pyrene   - {environmental pollutants},polycyclic aromatic hydrocarbons sum of  - {environmental pollutants} | United Kingdom",ATTENTION,RASFF
Border rejection of consignment of nutmeg due to missing official certificate | herbs and spices |  | Indonesia,CRITIQUE,RASFF
Fosthiazate in fresh peppers from Türkiye | fruits and vegetables | fosthiazate   - {pesticide residues} | Türkiye,CRITIQUE,RASFF
"Presenza di Listeria Monocytogenes in Salmone Affumicato Norvegese con pistacchio/// Presence of Listeria Monocytogenes in Norwegian Smoked Salmon | fish and fish products | Listeria monocytogenes  - {pathogenic micro-organisms} | Italy,Poland",CRITIQUE,RASFF
Salmonella spp. in a herb mixture from the Islamic Republic of Iran | herbs and spices | Salmonella   - {pathogenic micro-organisms} | Iran,CRITIQUE,RASFF
"Tetrahydrocannabinol (THC) and unauthorised novel food ingredient cannabidiol (CBD) in dietary supplement from the Czech Republic | dietetic foods, food supplements and fortified foods | cannabidiol (CBD)  unauthorised novel food ingredient - {novel food},tetrahydrocanabinol (THC)  unauthorised substance - {composition} | Czechia",CRITIQUE,RASFF
Ethylene oxide in hot red chilli powder | herbs and spices | ethylene oxide   - {pesticide residues} | India,CRITIQUE,RASFF
"difenoconazole and pyrimethanil in passionfruit from Colombia | fruits and vegetables | difenoconazole   - {pesticide residues},pyrimethanil   - {pesticide residues} | Colombia",CRITIQUE,RASFF
"STEC in organic seeds of broccoli, alfalfa, red clover and radish for sprouting, from Italy | nuts, nut products and seeds | Escherichia coli shigatoxin-producing  - {pathogenic micro-organisms} | Italy,Lithuania",CRITIQUE,RASFF
"Chlorpyrifos and several other pesticides found in cumin powder from India via NL | herbs and spices | Azoxystrobin   - {pesticide residues},acetamiprid   - {pesticide residues},carbendazim  unauthorised substance - {pesticide residues},chlorpyrifos  unauthorised substance - {pesticide residues},clothianidin   - {pesticide residues},cypermethrin   - {pesticide residues},hexaconazole  unauthorised substance - {pesticide residues},propiconazole   - {pesticide residues},thiamethoxam   - {pesticide residues},tolfenpyrad   - {pesticide residues},tricyclazole  unauthorised substance - {pesticide residues} | India",CRITIQUE,RASFF
"Alérgenos no declarados en el etiquetado en español (leche, soja, sésamo y nueces) en cereales procedentes de Alemania//Allergens not declared on the Spanish label (milk, soya, sesame and nuts) in cereals from Germany   | cereals and bakery products |  | Germany",CRITIQUE,RASFF
Unapproved pesticide (dinotefuran) in red chili peppers from Jordan  // Detectie pesticid neaprobat (dinotefuran) in ardei iute rosu origine Iordania | fruits and vegetables | dinotefuran unauthorised substance  - {pesticide residues} | Jordan,ATTENTION,RASFF
